material_source,material_title,material_date,material_url,material_reference,link_type,matched_terms,evidence_summary
slideshare,Social media as a tool for researchers,2018-07-05,https://www.slideshare.net/slideshow/social-media-as-a-tool-for-researchers/104399008,src/presentations/ss-social-media-as-a-tool-for-researchers.md,possible_teaching_material_no_confirmed_course,media,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (media), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Puheenvuoro RAKLI:n vierailulla: Teknologiatuettu oppiminen ja oppimisen uudet ympäristöt,2018-06-18,https://www.slideshare.net/slideshow/puheenvuoro-raklin-vierailulla-teknologiatuettu-oppiminen-ja-oppimisen-uudet-ympristt/102588039,src/presentations/ss-puheenvuoro-rakli-n-vierailulla-teknologiatuettu-oppiminen-ja-oppimisen-uudet-ym.md,possible_teaching_material_no_confirmed_course,"oppiminen; teknologiatuettu","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (oppiminen, teknologiatuettu), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Lito2018 workshop arviointi suurilla verkkokursseilla,2018-05-28,https://www.slideshare.net/slideshow/lito2018-workshop-arviointi-suurilla-verkkokursseilla/99171640,src/presentations/ss-lito2018-workshop-arviointi-suurilla-verkkokursseilla.md,possible_teaching_material_no_confirmed_course,workshop,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (workshop), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Teknologiatuettu oppiminen ja opetus 4op - johdantoluento + digitalisaatio,2017-09-06,https://www.slideshare.net/slideshow/teknologiatuettu-oppiminen-ja-opetus-4op-johdantoluento-digitalisaatio/79479675,src/presentations/ss-teknologiatuettu-oppiminen-ja-opetus-4op-johdantoluento-digitalisaatio.md,possible_teaching_material_no_confirmed_course,"opetus; oppiminen; teknologiatuettu","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (opetus, oppiminen, teknologiatuettu), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Teknologiatuettu oppiminen ja opetus - luento asiantuntijafoorumissa,2017-02-06,https://www.slideshare.net/slideshow/teknologiatuettu-oppiminen-ja-opetus-luento-asiantuntijafoorumissa/71802225,src/presentations/ss-teknologiatuettu-oppiminen-ja-opetus-luento-asiantuntijafoorumissa.md,possible_teaching_material_no_confirmed_course,"luento; opetus; oppiminen; teknologiatuettu","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento, opetus, oppiminen, teknologiatuettu), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Luento 1: ilmiöstä,2016-01-11,https://www.slideshare.net/slideshow/luento-1-ilmist/56928812,src/presentations/ss-luento-1-ilmiosta.md,possible_teaching_material_no_confirmed_course,luento,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Wrap up luento (dime 2015),2015-05-05,https://www.slideshare.net/slideshow/wrap-up-luento-dime-2015/47760384,src/presentations/ss-wrap-up-luento-dime-2015.md,possible_teaching_material_no_confirmed_course,luento,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Mobiililaitteilla tuettu oppiminen (BYOD): miten suunnitella tämän vuosisadan ydintaitoja tukevaa osaamisen kehittämistä?,2015-03-26,https://www.slideshare.net/slideshow/webinari-esitysrapo/46310032,src/presentations/ss-mobiililaitteilla-tuettu-oppiminen-byod-miten-suunnitella-taman-vuosisadan-ydint.md,possible_teaching_material_no_confirmed_course,oppiminen,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (oppiminen), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Teknologia ja monilukutaito – merkittävä osa tämän vuosisadan ydintaitoja,2015-02-07,https://www.slideshare.net/slideshow/sukol2015seinajoki-44375884/44375884,src/presentations/ss-teknologia-ja-monilukutaito-merkittava-osa-taman-vuosisadan-ydintaitoja.md,possible_teaching_material_no_confirmed_course,monilukutaito,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (monilukutaito), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,"Luentosali II: 2000-luvun taidot & luento, mahdollista? Kyllä.",2014-11-30,https://www.slideshare.net/slideshow/luentosali-ii-2000luvun-taidot-luento-mahdollista-kyll/42187867,src/presentations/ss-luentosali-ii-2000-luvun-taidot-luento-mahdollista-kylla.md,possible_teaching_material_no_confirmed_course,luento,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Tutkija ja sosiaalinen media,2014-11-21,https://www.slideshare.net/slideshow/tutkija-ja-sosiaalinen-media/41848237,src/presentations/ss-tutkija-ja-sosiaalinen-media.md,possible_teaching_material_no_confirmed_course,media,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (media), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,The role and importance of social media in science,2014-10-10,https://www.slideshare.net/slideshow/the-role-and-importance-of-social-media-in-science/40101721,src/presentations/ss-the-role-and-importance-of-social-media-in-science.md,possible_teaching_material_no_confirmed_course,media,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (media), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,LUENTO 3: TPACK-taidot – teknologiatuettu oppiminen ja opetus,2014-09-02,https://www.slideshare.net/slideshow/luento-3-tpacktaidot-teknologiatuettu-oppiminen-ja-opetus/38595557,src/presentations/ss-luento-3-tpack-taidot-teknologiatuettu-oppiminen-ja-opetus.md,possible_teaching_material_no_confirmed_course,"luento; opetus; oppiminen; teknologiatuettu","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento, opetus, oppiminen, teknologiatuettu), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Professional use of social media (web2.0),2014-05-21,https://www.slideshare.net/slideshow/professional-use-of-social-media-web20/34945863,src/presentations/ss-professional-use-of-social-media-web2-0.md,possible_teaching_material_no_confirmed_course,media,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (media), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Tämän vuosituhannen ydintaidot ja teknologian opetus- ja oppimiskäyttö,2014-04-04,https://www.slideshare.net/slideshow/tmn-vuosituhannen-ydintaidot-ja-teknologian-opetus-ja-oppimiskytt/33125143,src/presentations/ss-taman-vuosituhannen-ydintaidot-ja-teknologian-opetus-ja-oppimiskaytto.md,possible_teaching_material_no_confirmed_course,opetus,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (opetus), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Luento II: Yhteisöllinen ongelmalähtöinen oppiminen,2014-03-17,https://www.slideshare.net/slideshow/voot-luento2/32397040,src/presentations/ss-luento-ii-yhteisollinen-ongelmalahtoinen-oppiminen.md,possible_teaching_material_no_confirmed_course,"luento; oppiminen","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento, oppiminen), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Opettajien orientoivia tvt-opintoja kehittämässä. CASE: Oulun yliopisto,2013-11-21,https://www.slideshare.net/slideshow/kt-paivat-2013/28483217,src/presentations/ss-opettajien-orientoivia-tvt-opintoja-kehittamassa-case-oulun-yliopisto.md,possible_teaching_material_no_confirmed_course,tvt,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (tvt), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Teknologiatuettu oppiminen - luksia.,2013-11-06,https://www.slideshare.net/slideshow/teknologiatuettu-oppiminen-luksia/27954193,src/presentations/ss-teknologiatuettu-oppiminen-luksia.md,possible_teaching_material_no_confirmed_course,"oppiminen; teknologiatuettu","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (oppiminen, teknologiatuettu), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,"Teknologia, oppiminen ja osaaminen yhteiskunnassa - uudet teknologiat isännän vai rengin roolissa",2013-02-21,https://www.slideshare.net/slideshow/teknologia-oppiminen-ja-osaaminen-yhteiskunnassa-uudet-teknologiat-isnnn-vai-rengin-roolissa/16672046,src/presentations/ss-teknologia-oppiminen-ja-osaaminen-yhteiskunnassa-uudet-teknologiat-isannan-vai-r.md,possible_teaching_material_no_confirmed_course,"luento; opetus; oppiminen; materiaali","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento, opetus, oppiminen, materiaali), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,"Luento 5: Tietotekniiikan opetuskäytön suunnittelu (ääni ei ole synkassa diojen kanssa, kiitos slidesharen)",2012-09-20,https://www.slideshare.net/slideshow/luento-5-tietotekniiikan-opetuskytn-suunnittelu/14847181,src/presentations/ss-luento-5-tietotekniiikan-opetuskayton-suunnittelu-aani-ei-ole-synkassa-diojen-ka.md,possible_teaching_material_no_confirmed_course,luento,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,"Luento 4: Oppimisen uudet mallit ja teoriat (diat ja ääni eivät ole synkassa, kiitos siitä slidesharelle)",2012-09-11,https://www.slideshare.net/slideshow/luento-4-oppimisen-uudet-mallit-ja-teoriat/14244953,src/presentations/ss-luento-4-oppimisen-uudet-mallit-ja-teoriat-diat-ja-aani-eivat-ole-synkassa-kiito.md,possible_teaching_material_no_confirmed_course,luento,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Scaffolding learning activities in real life contexts with collaborative scripts and mobile computers,2012-04-25,https://www.slideshare.net/slideshow/laru-thesisintro2012/12684734,src/presentations/ss-scaffolding-learning-activities-in-real-life-contexts-with-collaborative-scripts.md,possible_teaching_material_no_confirmed_course,learning,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (learning), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Luento: Powerpoint harjoitus,2011-12-12,https://www.slideshare.net/slideshow/powerpoint-harjoitus/10557979,src/presentations/ss-luento-powerpoint-harjoitus.md,possible_teaching_material_no_confirmed_course,luento,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (luento), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Mobiilioppimisesta - About Mobile learning,2011-10-06,https://www.slideshare.net/slideshow/mobiilioppimisesta-about-mobile-learning/9581844,src/presentations/ss-mobiilioppimisesta-about-mobile-learning.md,possible_teaching_material_no_confirmed_course,learning,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (learning), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,"405514Y Multimedia as a Learning Project, 3 c",2011-02-17,https://www.slideshare.net/slideshow/405514y-multimedia-as-a-learning-project-3-c/6958208,src/presentations/ss-405514y-multimedia-as-a-learning-project-3-c.md,possible_teaching_material_no_confirmed_course,"multimedia; learning","Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (multimedia, learning), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,TVT opetuskäytön historiaa [finnish],2010-10-05,https://www.slideshare.net/slideshow/tvt-opetuskytn-historiaa-finnish/5361471,src/presentations/ss-tvt-opetuskayton-historiaa-finnish.md,possible_teaching_material_no_confirmed_course,tvt,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (tvt), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Oppiminen Ja Vuorovaikutus,2009-11-19,https://www.slideshare.net/slideshow/oppiminen-ja-vuorovaikutus/2537550,src/presentations/ss-oppiminen-ja-vuorovaikutus.md,possible_teaching_material_no_confirmed_course,oppiminen,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (oppiminen), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Sosiaalinen media opetuskäytössä,2009-11-19,https://www.slideshare.net/slideshow/sosiaalinen-media-opetuskytss/2537603,src/presentations/ss-sosiaalinen-media-opetuskaytossa.md,possible_teaching_material_no_confirmed_course,media,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (media), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,Sosiaalinen media ja sen sovellutukset - koulutusteknologin näkökulma medialasien läpi katsottuna,2009-05-05,https://www.slideshare.net/slideshow/sosiaalinen-media-ja-sen-sovellutukset-koulutusteknologin-nkkulma-medialasien-lpi-katsottuna/1386778,src/presentations/ss-sosiaalinen-media-ja-sen-sovellutukset-koulutusteknologin-nakokulma-medialasien-.md,possible_teaching_material_no_confirmed_course,media,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (media), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
slideshare,TVT-opetuskäytön historiaa: visionääreistä web2.0:n aikakauteen,2008-11-12,https://www.slideshare.net/slideshow/tvtopetuskytn-historiaa-visionreist-web20n-aikakauteen-presentation/744528,src/presentations/ss-tvt-opetuskayton-historiaa-visionaareista-web2-0-n-aikakauteen.md,possible_teaching_material_no_confirmed_course,tvt,"Materiaalissa on opetukseen tai oppimiseen liittyviä tunnisteita (tvt), mutta kurssikoodia tai lähdeaineiston mukaista kurssinimeä ei löytynyt."
